TransactionID,CustomerID,Amount,MerchantID,TransactionType,Location,TransactionDate,CardType,DeviceType,IP_Address,AuthenticationMethod,PreviousFraudulentTransaction,Fraud
35c4a0fd-d40f-44b7-80e0-604cc3f39ca9,f6c8682d,1290.46,38e080,POS,New York,2025-02-11 18:48:35,Debit,Desktop,116.92.7.160,OTP,0,0
73cd7e9a-0cf5-4105-80ae-52e18902ad08,5cce216c,3264.81,fe5a5c,Transfer,Sydney,2025-02-02 23:34:04,Prepaid,POS Terminal,201.185.117.100,Biometric,1,1
6c41035c-df94-4881-8603-b5084e537848,c0871cb0,4740.73,08eab9,Online,Los Angeles,2025-01-10 20:32:03,Prepaid,Mobile,34.149.173.100,Biometric,0,1
c08dfe5c-9bc1-4bb4-8c4f-52273de4ad4c,863377d9,4108.44,67a0a5,ATM,Sydney,2025-01-07 08:56:22,Credit,POS Terminal,168.32.167.157,OTP,0,0
ad3860d0-71f4-4f35-9900-a04ffdecd756,ba0e50d8,3715.06,8bf13d,POS,Los Angeles,2025-01-07 20:24:35,Credit,Desktop,25.177.0.79,PIN,0,0
726cc29b-dead-4f86-bffb-a6152a0cf729,f68ede91,1933.27,3a5981,Transfer,Berlin,2025-02-15 11:33:16,Prepaid,Desktop,138.16.238.71,Biometric,1,0
4175d8d5-23ea-4788-b105-71b2edbdd302,48595f8f,4393.37,dc6622,POS,Los Angeles,2025-01-16 00:35:26,Prepaid,Desktop,68.70.97.130,OTP,0,0
1bf0225d-c7ca-427d-8687-e81772137916,95b16887,583.48,603517,Transfer,London,2025-01-01 15:07:51,Credit,Desktop,104.152.114.251,PIN,0,0
39584fd8-1a38-4944-b89e-5da5e9d53af6,86986c17,3157.93,8719e0,Transfer,London,2025-02-17 19:18:03,Prepaid,Desktop,3.114.55.129,OTP,0,0
5aa9b7af-4035-4e4c-8b33-e148e5ce9506,8891b3b8,3762.68,7e2cfa,POS,Tokyo,2025-01-30 07:11:51,Prepaid,POS Terminal,191.20.31.77,PIN,0,1
3e6e40f0-057d-46c7-abd2-17a48da37c65,dc303223,4575.47,50b028,Transfer,Berlin,2025-02-11 07:30:19,Prepaid,Desktop,130.51.28.241,Biometric,0,0
42b9fbe6-242f-43cc-918d-35d4f62f5184,0c8955a3,3571.92,9b3dfe,Transfer,Los Angeles,2025-01-31 01:27:02,Prepaid,Desktop,27.245.139.176,OTP,0,0
cdaea388-85e3-4825-a65e-2995e2e37e06,999d81d2,3426.78,1dce1b,Transfer,Sydney,2025-02-02 05:24:59,Credit,POS Terminal,66.105.158.61,Biometric,0,1
ce43278d-79d8-4ebe-a9a9-9a50c1215355,925fbcb7,3253.41,86a7d2,ATM,London,2025-01-01 21:41:19,Prepaid,Desktop,179.33.6.21,PIN,0,0
063eb0ce-ccb5-4ce3-aeb5-7470b72fc7a4,4711c4b3,3213.61,29360c,ATM,Berlin,2025-01-10 05:00:26,Credit,POS Terminal,217.93.75.36,PIN,0,1
48737555-b7b7-4b50-97f8-a70ab57da32c,b7c50737,4658.75,bf8871,POS,London,2025-01-23 07:30:06,Prepaid,Desktop,179.114.178.6,Biometric,0,0
8cfde043-2d06-43bd-8c81-7a2a668f9e68,c39de6b7,3797.31,37948b,Online,New York,2025-02-12 06:14:02,Prepaid,POS Terminal,113.217.93.227,Biometric,1,0
0a1fcc8e-7907-4430-ba94-c662a41013fd,ff80e81f,4324.41,8e555a,POS,Sydney,2025-01-25 18:18:25,Credit,Desktop,148.149.177.96,PIN,0,0
a59a1b1b-0953-4874-8ebb-04ccc5119d72,d81474dc,4532.3,e68431,POS,Los Angeles,2025-01-26 12:39:32,Debit,Mobile,78.112.243.61,PIN,0,0
73d472cd-3c24-4092-aa00-182cda0b0dfc,962cad00,2787.75,7bca6e,POS,Berlin,2025-01-29 01:20:33,Credit,Desktop,4.35.57.132,PIN,0,1
151dd7ce-1aeb-4cc2-bc52-97e85625012c,83ff9e8e,229.62,c1812c,ATM,New York,2025-02-16 03:38:54,Prepaid,POS Terminal,74.13.195.141,Biometric,0,0
4e5b7c36-be75-44e3-ae83-008a75b557d4,a5abd82a,3302.72,d1a637,POS,Los Angeles,2025-01-21 00:07:43,Credit,POS Terminal,156.51.133.52,Biometric,0,0
f0eff9d5-8c93-47d6-a9b9-d32d0e32912c,99232504,3321.77,ed3798,POS,Sydney,2025-01-18 07:57:18,Prepaid,Mobile,95.111.216.23,OTP,1,1
222543cb-9147-4470-bfd2-42d343ca56cb,bf136bb8,2617.06,be47ae,Transfer,New York,2025-02-16 04:30:31,Credit,Mobile,153.183.165.104,PIN,0,1
89246c7a-16b8-4c3d-87b5-05ed4c340d31,59fb4886,3862.98,c75beb,Online,London,2025-01-09 03:30:01,Debit,POS Terminal,74.79.85.39,OTP,0,1
e037ecb8-b2ce-423b-97d3-c770c6a4c0d3,897482c8,1407.11,2c5300,Transfer,London,2025-01-13 21:19:44,Prepaid,Mobile,26.92.108.93,Biometric,0,1
25d73223-a634-4b4f-8b08-e1eec2409339,6760738f,4997.76,7ed42e,POS,Berlin,2025-02-05 02:29:04,Prepaid,Desktop,83.139.56.34,Biometric,1,1
408a7897-fa3b-49c4-a6cb-f0e36a100c12,2df542df,2013.26,0fa811,Transfer,Tokyo,2025-02-14 09:51:47,Prepaid,POS Terminal,59.18.239.220,PIN,0,1
47042819-6d24-42c5-b0f4-fe6c9dad7f7b,b6f65686,1097.64,931fe6,ATM,New York,2025-01-16 14:32:04,Credit,Desktop,99.37.23.194,OTP,0,0
c2d586c1-5385-4524-bf57-0db85ab3cb65,ef499c3a,414.25,2b2a50,Transfer,Tokyo,2025-01-25 01:58:20,Credit,Desktop,38.247.192.90,PIN,0,1
c81513ad-ee63-476d-ab6c-0321fdb088cb,b25a45b9,1423.54,188aeb,Online,Los Angeles,2025-02-06 20:40:57,Credit,Desktop,142.72.218.77,PIN,0,1
3f8f2421-1229-4115-88d7-8bec080a32c6,66a9cb23,4497.87,5fa12f,ATM,New York,2025-02-28 07:43:38,Debit,Mobile,129.159.230.131,PIN,0,0
c93569cb-9ddc-41d5-990a-2e378c5985ee,477d8641,3533.81,550d6f,POS,New York,2025-02-18 14:18:04,Credit,Desktop,156.38.55.86,OTP,0,0
73d472cd-3c24-4092-aa00-182cda0b0dfc,962cad00,2787.75,7bca6e,POS,Berlin,2025-01-29 01:20:33,Credit,Desktop,4.35.57.132,PIN,0,1
c81513ad-ee63-476d-ab6c-0321fdb088cb,b25a45b9,1423.54,188aeb,Online,Los Angeles,2025-02-06 20:40:57,Credit,Desktop,142.72.218.77,PIN,0,1
384c740f-b77c-4dec-9da1-e19c31a08ea3,b08f5315,2561.81,6aee51,Online,Los Angeles,2025-02-20 17:31:44,Debit,POS Terminal,93.210.142.23,PIN,0,0
d09e793d-a741-449e-83d4-c6d5decc324a,7adfe20c,172.97,1b184f,ATM,Tokyo,2025-01-23 15:30:32,Credit,Desktop,179.140.172.152,OTP,0,0
e5820161-0dfe-4a14-b8c0-eaa435e6dcda,c5ad1d77,4078.06,5a61f8,Online,Berlin,2025-01-06 14:44:47,Prepaid,Desktop,87.110.170.170,Biometric,0,1
aafff39d-c1f6-4d57-8dae-0ce3ebc8f49f,b2e6b321,1912.33,6e1cf1,POS,Sydney,2025-02-07 04:08:07,Prepaid,Mobile,179.137.233.144,OTP,0,0
095937e0-f761-4b2d-bae9-55c1d088761d,25ba836d,3035.37,acd2be,Transfer,London,2025-02-26 11:18:52,Credit,Desktop,26.62.91.128,PIN,0,0
408a7897-fa3b-49c4-a6cb-f0e36a100c12,2df542df,2013.26,0fa811,Transfer,Tokyo,2025-02-14 09:51:47,Prepaid,POS Terminal,59.18.239.220,PIN,0,1
095a8a40-2153-4406-b29c-5d1a450bbdd3,01062285,197.08,547db8,ATM,Berlin,2025-01-13 20:54:26,Credit,Desktop,81.141.194.156,Biometric,0,1
a56e2f8c-8821-4dad-9300-2c1ebe1776ea,6947ec18,4655.48,9ec3bb,Transfer,Los Angeles,2025-01-25 08:39:21,Prepaid,Desktop,162.213.109.150,OTP,0,0
e037ecb8-b2ce-423b-97d3-c770c6a4c0d3,897482c8,1407.11,2c5300,Transfer,London,2025-01-13 21:19:44,Prepaid,Mobile,26.92.108.93,Biometric,0,1
4308b9a3-eccd-4245-871c-282c54e16c7a,37dfbecd,3567.77,03835c,Transfer,Berlin,2025-01-17 03:00:42,Prepaid,Desktop,39.64.226.148,PIN,0,0
99f0826e-089d-4ac0-81e4-5f2630c44eb6,b984443d,4693.2,d03961,Transfer,London,2025-01-11 17:54:50,Credit,Desktop,44.243.183.54,OTP,0,0
23a825bb-14ac-4f2b-bfbc-88266ac2f4a8,dbe154bf,1975.13,00e91c,ATM,New York,2025-02-18 05:00:11,Prepaid,Desktop,169.166.128.237,Biometric,0,0
c3fa17f6-36b1-4bca-9eaf-5ebda9fd3420,44ebb92f,4253.6,67913e,ATM,Berlin,2025-01-04 14:16:34,Credit,Mobile,35.45.199.189,OTP,0,1
bc7c3cb4-1e14-47cc-a686-30f4199919fa,5466fecd,4345.4,39b7c3,POS,Tokyo,2025-01-17 13:22:57,Credit,Desktop,117.150.237.8,PIN,1,1
20b93057-e425-4b85-8948-f1c0379d97a1,5edd05ea,277.87,04828e,ATM,New York,2025-02-06 06:42:07,Debit,POS Terminal,120.85.74.218,Biometric,0,0
f0eff9d5-8c93-47d6-a9b9-d32d0e32912c,99232504,3321.77,ed3798,POS,Sydney,2025-01-18 07:57:18,Prepaid,Mobile,95.111.216.23,OTP,1,1
2a6b2208-2fa1-4539-9567-dbd4112815e7,0faad932,4749.01,a96b93,ATM,Sydney,2025-01-03 21:36:26,Credit,Mobile,79.191.169.197,Biometric,0,1
062a95bc-4103-440c-ba07-3b67bf8cd199,2ccce92d,2724.52,b3b329,POS,New York,2025-01-22 08:13:42,Prepaid,POS Terminal,99.189.89.169,Biometric,0,0
ae4f7c9f-d861-4bc9-8274-07a9b05843de,883699a5,2610.75,af5e66,POS,Tokyo,2025-01-08 13:04:09,Credit,Mobile,212.13.203.69,Biometric,0,0
e5820161-0dfe-4a14-b8c0-eaa435e6dcda,c5ad1d77,4078.06,5a61f8,Online,Berlin,2025-01-06 14:44:47,Prepaid,Desktop,87.110.170.170,Biometric,0,1
4a8eb1f8-ecac-4d0a-b0e0-0e38eb3b1d6c,44b1aa23,3739.55,36e8c9,POS,Sydney,2025-01-08 05:13:02,Prepaid,POS Terminal,216.76.2.128,Biometric,0,0
73cd7e9a-0cf5-4105-80ae-52e18902ad08,5cce216c,3264.81,fe5a5c,Transfer,Sydney,2025-02-02 23:34:04,Prepaid,POS Terminal,201.185.117.100,Biometric,1,1
b3c8cb11-ecf4-41bb-b979-1b3bb00f8ad0,c89cac3d,3545.51,cdeb5d,Online,London,2025-01-25 15:50:16,Credit,Mobile,54.8.129.5,PIN,0,0
c6639e25-0fae-43d2-8c90-056de5040381,7d7b1f46,4406.58,6e093e,Transfer,Los Angeles,2025-02-08 10:00:15,Prepaid,Desktop,117.11.206.40,OTP,0,0
a1599913-c43c-4889-bca8-37d5d58a04fc,9d1d04e6,2593.69,6a42fe,Online,Berlin,2025-01-10 12:17:46,Prepaid,Desktop,58.11.65.247,OTP,0,1
63f507ac-3210-46c1-a5af-11c3926718ea,84af1e37,1094.87,f2ab01,Transfer,Los Angeles,2025-02-08 19:55:47,Credit,POS Terminal,44.134.221.235,Biometric,0,0
32aa6ed6-5f1d-4865-9732-3a13ce192f6d,cf8b136c,108.11,754967,POS,Sydney,2025-01-04 16:06:07,Credit,Desktop,151.160.18.0,Biometric,1,0
cdaea388-85e3-4825-a65e-2995e2e37e06,999d81d2,3426.78,1dce1b,Transfer,Sydney,2025-02-02 05:24:59,Credit,POS Terminal,66.105.158.61,Biometric,0,1
73cd7e9a-0cf5-4105-80ae-52e18902ad08,5cce216c,3264.81,fe5a5c,Transfer,Sydney,2025-02-02 23:34:04,Prepaid,POS Terminal,201.185.117.100,Biometric,1,1
e0374b11-bf81-4a70-9425-e0d9c9b5c658,4aae3c92,2419.54,13965e,ATM,London,2025-01-08 03:50:46,Prepaid,Desktop,158.156.146.49,OTP,0,0
50e92c03-4e70-43fa-9c18-513b40642c75,9878be80,2013.47,7ee250,Transfer,Sydney,2025-02-14 02:00:21,Credit,Desktop,197.183.53.225,OTP,0,0
e892d9fe-976b-4faf-bd73-93b5191d1477,26de12c4,2317.27,8b780a,Online,Tokyo,2025-01-30 03:35:27,Prepaid,Desktop,187.229.147.146,Biometric,0,0
6c41035c-df94-4881-8603-b5084e537848,c0871cb0,4740.73,08eab9,Online,Los Angeles,2025-01-10 20:32:03,Prepaid,Mobile,34.149.173.100,Biometric,0,1
c26d0773-3ac0-452c-9335-fb4a0f43de29,00e3dcab,1857.66,9f05b1,Online,London,2025-02-22 21:39:28,Debit,POS Terminal,160.150.148.39,OTP,0,0
89246c7a-16b8-4c3d-87b5-05ed4c340d31,59fb4886,3862.98,c75beb,Online,London,2025-01-09 03:30:01,Debit,POS Terminal,74.79.85.39,OTP,0,1
749500d6-1966-4ce5-93ad-e1f24363d607,3c329b02,1271.3,926927,POS,Sydney,2025-01-14 23:32:15,Prepaid,Mobile,3.229.118.103,PIN,0,0
891a5a29-001e-4423-816e-6ca2d4bf304d,beefb328,1986.92,4ded59,Transfer,Sydney,2025-01-10 18:12:14,Credit,Mobile,61.122.148.201,PIN,0,0
a6ce17c3-a581-4c1d-bdde-44810ff0f7d2,f3e7169e,4730.33,3f1ffb,ATM,Los Angeles,2025-02-24 16:36:38,Credit,POS Terminal,45.7.216.154,PIN,0,0
63db3e9c-b3d7-4106-96b9-39701e385325,7a0e7b96,2401.82,b62271,Online,London,2025-01-27 12:38:52,Credit,Desktop,1.121.231.92,OTP,0,0
c3fa17f6-36b1-4bca-9eaf-5ebda9fd3420,44ebb92f,4253.6,67913e,ATM,Berlin,2025-01-04 14:16:34,Credit,Mobile,35.45.199.189,OTP,0,1
1c94e3b7-2298-40c4-bca5-f9aa95143dab,14471b1c,4769.29,264147,Online,Tokyo,2025-02-09 19:28:23,Credit,Mobile,166.200.191.169,PIN,1,0
a07e826d-54b8-4fe2-bc4b-a7abe7a99bf5,04a883ef,2639.74,d68bb0,ATM,New York,2025-01-17 20:36:40,Credit,POS Terminal,69.228.228.172,OTP,1,1
8bb22dea-e14e-4c55-99d6-44df3f3a4d64,86ca5b74,3087.41,4b6b00,Transfer,Tokyo,2025-02-07 12:16:41,Prepaid,Mobile,108.213.193.227,OTP,0,1
6ab60279-64e5-4333-a69e-ced99edd1089,956872e6,760.76,4c6dbb,ATM,Berlin,2025-02-24 01:00:41,Prepaid,POS Terminal,154.27.153.72,OTP,0,0
fd0943c7-263e-498f-8a82-5c32d62cd101,8d8e6549,3244.86,bb62ed,POS,Berlin,2025-01-09 10:40:51,Credit,Mobile,210.121.194.140,Biometric,0,0
0e46180b-0e0a-4988-9991-0d3704f3f10a,195427d9,3526.84,304613,Online,Los Angeles,2025-01-09 07:38:26,Debit,POS Terminal,32.173.140.41,PIN,1,0
0d1a0277-0df9-4892-ae84-c1a85f6f7d0b,cdf80033,3416.53,6d8569,Transfer,Los Angeles,2025-01-20 17:48:17,Credit,POS Terminal,174.121.45.230,PIN,0,0
1fb778df-b319-4b45-8b33-18bbdf8bf599,09f9aeb0,4998.57,3facbd,Transfer,Sydney,2025-02-09 02:01:44,Prepaid,Desktop,52.142.213.51,OTP,0,0
775ef29d-2e71-436e-a15e-9b655c3c0cc4,a3338015,3599.75,74c095,ATM,Los Angeles,2025-01-15 00:20:23,Prepaid,Desktop,209.15.76.85,OTP,0,0
5bf4f7cf-beb1-4715-9349-cb1a6e6a2be8,15566882,4675.17,7f9840,Online,New York,2025-02-15 14:34:05,Prepaid,Desktop,206.21.222.219,PIN,0,1
b5b68552-8a77-4f4a-9f41-41acba221bb5,573f98fc,2806.76,2acdc5,ATM,Tokyo,2025-02-13 16:09:25,Credit,Desktop,216.55.62.168,PIN,0,0
d8669831-d44c-4877-a081-473583582bc5,653262d6,467.85,cba93d,Transfer,Berlin,2025-01-30 11:47:15,Prepaid,Desktop,151.173.138.214,OTP,0,0
6666e9d4-e212-41d8-b8e7-3b682bea9f8c,ee3a6af8,4658.26,54ef75,Online,Sydney,2025-01-27 12:34:08,Prepaid,POS Terminal,146.6.127.202,Biometric,0,0
a14df2e6-d402-496f-b4f5-c1165ed78b17,1281d75e,951.06,fb7b45,Online,Tokyo,2025-01-06 14:47:52,Prepaid,POS Terminal,59.8.158.110,Biometric,0,0
e0bf6e0f-156d-4642-8308-fab100b12c10,380896e4,481.58,db5ca0,ATM,Berlin,2025-02-14 13:33:55,Prepaid,Mobile,50.186.230.68,OTP,0,0
f83a5602-bbfc-4a9a-a054-15b8d88f6bd5,135dc51f,445.2,326d9d,Transfer,Berlin,2025-01-19 21:41:48,Prepaid,Mobile,139.106.185.151,PIN,0,0
f4e75d67-2e0e-4bfb-b1a8-c373cbdb03d0,be20f7e4,220.78,65b8b1,ATM,Los Angeles,2025-02-07 16:14:16,Prepaid,POS Terminal,105.212.192.80,OTP,0,0
003a6b38-b7ec-4a98-a52f-08bb5f7cea78,40f12b19,1539.55,fe0c46,POS,Berlin,2025-01-06 04:15:45,Credit,Mobile,122.126.234.9,Biometric,0,0
1a5cbe3a-3c89-4ef4-982a-86c8c296a51e,f474b3a8,3986.75,1e4963,Transfer,Sydney,2025-01-31 18:35:46,Credit,Mobile,211.228.41.157,PIN,0,0
419c84b6-ab38-4f58-baf0-0075f2c46f28,ec714711,3775.9,d16ee6,Transfer,Los Angeles,2025-02-22 21:37:29,Credit,Desktop,221.33.25.96,Biometric,0,0
24437e61-711c-4d98-9f7d-1ba89e881e3b,d1ab5933,4757.49,f006ca,ATM,Los Angeles,2025-02-25 21:48:57,Prepaid,POS Terminal,65.56.150.0,Biometric,0,1
99c6b220-d372-4d81-926a-c27f26ee7889,b19b3fdf,1039.23,3d85ba,Transfer,Los Angeles,2025-02-24 19:07:38,Prepaid,Desktop,109.213.213.130,OTP,0,0
42e1313f-d021-4f33-b192-dd178961ef43,95fd91bc,4025.39,de7800,ATM,New York,2025-01-31 22:26:13,Debit,Desktop,83.170.203.192,Biometric,0,0
095a8a40-2153-4406-b29c-5d1a450bbdd3,01062285,197.08,547db8,ATM,Berlin,2025-01-13 20:54:26,Credit,Desktop,81.141.194.156,Biometric,0,1
41b96f23-6fca-4f52-a700-6f73ffecbbbc,3e4942e8,3712.85,b98b2a,POS,Berlin,2025-01-23 00:41:53,Credit,POS Terminal,115.136.245.78,OTP,1,0
c60ac3b5-784d-4eee-a418-140a7c5d8721,7a7d40ad,3536.01,70a442,Online,London,2025-01-10 00:40:59,Prepaid,Desktop,35.98.219.17,Biometric,0,0
222543cb-9147-4470-bfd2-42d343ca56cb,bf136bb8,2617.06,be47ae,Transfer,New York,2025-02-16 04:30:31,Credit,Mobile,153.183.165.104,PIN,0,1
4c8aec48-7300-4bd1-aaff-3963d2a2ca8e,40cb4a86,3468.0,5aec24,Transfer,London,2025-01-29 02:18:28,Credit,POS Terminal,69.186.170.178,OTP,0,0
c6b7934d-d7f6-4370-a006-12259461f96b,328f7342,4414.32,887f80,Transfer,Sydney,2025-02-23 14:58:00,Credit,Desktop,188.147.118.180,PIN,0,0
3854577f-b2d6-4a80-926b-5a54c12e4bee,91892767,3124.12,98de84,ATM,Tokyo,2025-01-26 00:13:18,Credit,POS Terminal,86.161.240.164,OTP,0,1
11a9d06a-de5d-4feb-94fa-e40b03333ae0,037b9e23,355.71,dfd99a,POS,Tokyo,2025-01-04 20:57:42,Prepaid,Desktop,161.248.24.11,PIN,0,0
8bb22dea-e14e-4c55-99d6-44df3f3a4d64,86ca5b74,3087.41,4b6b00,Transfer,Tokyo,2025-02-07 12:16:41,Prepaid,Mobile,108.213.193.227,OTP,0,1
408a7897-fa3b-49c4-a6cb-f0e36a100c12,2df542df,2013.26,0fa811,Transfer,Tokyo,2025-02-14 09:51:47,Prepaid,POS Terminal,59.18.239.220,PIN,0,1
0f69aae8-eeb9-40a6-87c3-57825588c851,f27c44b4,4186.26,570aa5,Online,Los Angeles,2025-01-09 04:10:31,Debit,Mobile,28.91.24.46,OTP,1,0
b4b6eea1-9a93-4572-9a5e-48db7a581db0,e8f792a6,4549.64,42b52f,ATM,London,2025-02-15 20:45:14,Credit,Mobile,134.197.187.226,Biometric,0,0
261cebae-fe70-485f-a40b-e40d463d8dac,f33621c4,1976.51,b2a887,ATM,Tokyo,2025-01-01 13:21:53,Prepaid,Mobile,50.181.39.184,Biometric,0,0
e0518e96-05ad-432b-8e88-704654e759b8,95a7a4ba,1573.04,237549,POS,London,2025-01-13 22:09:08,Debit,Desktop,34.198.203.129,PIN,0,0
c3fa17f6-36b1-4bca-9eaf-5ebda9fd3420,44ebb92f,4253.6,67913e,ATM,Berlin,2025-01-04 14:16:34,Credit,Mobile,35.45.199.189,OTP,0,1
8bb22dea-e14e-4c55-99d6-44df3f3a4d64,86ca5b74,3087.41,4b6b00,Transfer,Tokyo,2025-02-07 12:16:41,Prepaid,Mobile,108.213.193.227,OTP,0,1
a2b2befe-9af5-46a5-8017-afa275b8355c,3dcd3e85,4658.32,cc0334,Transfer,Sydney,2025-02-19 20:48:57,Debit,Desktop,166.232.120.166,OTP,0,0
3bb3d8e9-4e54-4707-b28b-871e58ac7c26,9719ff61,2246.92,9b054f,ATM,London,2025-01-29 19:43:00,Credit,Mobile,184.74.48.198,PIN,0,0
26c41e6e-8576-498a-ae7f-255fadea6904,04b43783,3928.15,bdb0f6,Online,Los Angeles,2025-02-12 17:49:39,Prepaid,Desktop,193.32.228.212,Biometric,0,1
462938c3-74c8-46ec-a974-44e00886ee62,fcb29e3c,2309.98,da02fb,POS,London,2025-02-27 07:08:01,Debit,Desktop,72.15.177.87,OTP,1,1
db4925c8-21eb-4412-b2bb-af269dea7310,47101956,4907.06,50044a,ATM,Berlin,2025-02-06 09:47:53,Debit,POS Terminal,100.185.120.109,OTP,0,0
3e2a4108-a265-48d1-b5c9-ad8dacb375eb,59ec2f24,2703.8,1a4ed9,Online,Berlin,2025-01-07 00:23:14,Prepaid,Desktop,208.90.30.200,Biometric,0,0
bf4a8b5d-32e6-415a-aedc-2c2fcbaf4a52,1aaf317e,4221.52,a37010,ATM,New York,2025-01-31 09:07:19,Credit,POS Terminal,21.116.19.175,OTP,0,0
8bb22dea-e14e-4c55-99d6-44df3f3a4d64,86ca5b74,3087.41,4b6b00,Transfer,Tokyo,2025-02-07 12:16:41,Prepaid,Mobile,108.213.193.227,OTP,0,1
222543cb-9147-4470-bfd2-42d343ca56cb,bf136bb8,2617.06,be47ae,Transfer,New York,2025-02-16 04:30:31,Credit,Mobile,153.183.165.104,PIN,0,1
769c7831-b637-4182-a732-e688a3a7a5ce,33dbe557,3109.14,0b96a4,ATM,New York,2025-01-31 20:25:29,Credit,Desktop,162.19.51.182,PIN,0,0
222543cb-9147-4470-bfd2-42d343ca56cb,bf136bb8,2617.06,be47ae,Transfer,New York,2025-02-16 04:30:31,Credit,Mobile,153.183.165.104,PIN,0,1
36a04ea2-e9c8-464d-8320-26a8d59a710a,66bca3af,1672.12,8de50d,Transfer,Los Angeles,2025-02-12 16:09:30,Prepaid,Desktop,101.65.123.219,PIN,0,0
a34ab940-07b7-457e-9196-894efcd55190,8afc7464,3894.09,05c61e,Online,Los Angeles,2025-01-22 04:50:29,Credit,Mobile,23.68.134.254,PIN,1,0
9ff9dce3-7169-423f-b122-866cc0a9c881,252b45e4,3269.61,438c2a,Transfer,Berlin,2025-01-14 03:26:36,Prepaid,Mobile,95.161.75.160,OTP,1,0
15faea61-6ed3-40ac-9f62-b4782af7b898,500f34a0,1350.59,81293e,ATM,New York,2025-02-25 14:05:04,Prepaid,POS Terminal,46.21.88.184,PIN,0,0
e4f74ab0-0f21-4deb-8a8d-844146d63de7,ddab2a9b,511.88,5850e3,Online,London,2025-01-22 02:46:07,Debit,Desktop,178.114.7.5,OTP,0,0
eb430da5-ab6d-4cc1-ba94-be424f20ca02,f91d1a08,4126.01,03af5c,ATM,Sydney,2025-01-31 11:55:57,Prepaid,POS Terminal,106.52.178.124,OTP,1,0
eb201e5f-b6ff-44fd-9e56-e82ea448be9a,621fcefd,2375.95,40da1c,Online,Berlin,2025-01-23 04:07:14,Credit,Desktop,8.67.236.178,OTP,0,0
01863564-4ffd-4cb1-b995-f4e9f9db1948,746bb3e4,2287.79,713623,ATM,New York,2025-01-06 02:32:28,Credit,Mobile,123.222.92.154,OTP,1,0
596faab6-b11c-4442-8948-fc536f3fe84b,b54ab462,3708.01,12c1f8,Online,Berlin,2025-01-25 03:37:03,Prepaid,POS Terminal,219.128.83.146,Biometric,1,0
10449223-569e-4e48-bfc3-8630ba7ba278,ead54c4d,4522.7,90c9fb,Transfer,Sydney,2025-02-19 05:30:37,Prepaid,Desktop,76.26.115.212,Biometric,0,0
5aa9b7af-4035-4e4c-8b33-e148e5ce9506,8891b3b8,3762.68,7e2cfa,POS,Tokyo,2025-01-30 07:11:51,Prepaid,POS Terminal,191.20.31.77,PIN,0,1
8ee4f4fa-db80-4cd8-86d6-3a0fd2bf8fef,ed75af49,192.91,6b4198,ATM,Los Angeles,2025-01-22 18:48:34,Credit,Mobile,137.215.216.198,Biometric,0,0
408a7897-fa3b-49c4-a6cb-f0e36a100c12,2df542df,2013.26,0fa811,Transfer,Tokyo,2025-02-14 09:51:47,Prepaid,POS Terminal,59.18.239.220,PIN,0,1
606659ad-54bf-4a57-925e-1ca7eb1f82a4,7085a810,2107.66,701dcc,ATM,Tokyo,2025-02-09 14:14:10,Prepaid,Desktop,92.86.131.29,OTP,0,0
459a7352-d515-463a-922f-ffde8ba5b215,7d6edbbc,818.12,4124e2,POS,London,2025-01-15 18:35:22,Debit,Desktop,30.74.169.28,Biometric,0,0
8bb22dea-e14e-4c55-99d6-44df3f3a4d64,86ca5b74,3087.41,4b6b00,Transfer,Tokyo,2025-02-07 12:16:41,Prepaid,Mobile,108.213.193.227,OTP,0,1
bf17fe98-c9b1-4fc3-bbb0-a549726ecb94,2b079545,3112.02,662f83,POS,Tokyo,2025-01-03 11:36:34,Credit,Mobile,58.16.27.183,OTP,0,1
095a8a40-2153-4406-b29c-5d1a450bbdd3,01062285,197.08,547db8,ATM,Berlin,2025-01-13 20:54:26,Credit,Desktop,81.141.194.156,Biometric,0,1
0fee0a02-e505-4cc6-a0b1-12dc50efc5d1,f1c8971c,2340.93,fa39e5,POS,London,2025-01-19 10:59:02,Debit,Mobile,1.22.188.232,Biometric,1,0
c3fa17f6-36b1-4bca-9eaf-5ebda9fd3420,44ebb92f,4253.6,67913e,ATM,Berlin,2025-01-04 14:16:34,Credit,Mobile,35.45.199.189,OTP,0,1
e0092119-8606-4716-8fb7-2dc865207a39,cf13fb0d,2810.2,6f1e53,POS,Berlin,2025-02-09 14:45:01,Credit,Mobile,133.230.194.240,OTP,0,0
5aa9b7af-4035-4e4c-8b33-e148e5ce9506,8891b3b8,3762.68,7e2cfa,POS,Tokyo,2025-01-30 07:11:51,Prepaid,POS Terminal,191.20.31.77,PIN,0,1
10a82d36-f214-4372-ae6b-4b7208ff5e59,b4323d5f,3358.21,5ad96a,Transfer,London,2025-01-26 05:28:57,Credit,POS Terminal,107.141.217.45,OTP,1,1
90143f5a-b468-4827-878c-e90fa02d3d00,406fd285,1801.29,12a904,Online,London,2025-02-03 09:14:58,Debit,POS Terminal,153.183.239.151,PIN,0,0
5f42b1ad-1898-448d-a225-1f6551ed3e28,3c71ca7a,1800.05,4ab13e,POS,New York,2025-01-28 14:57:01,Prepaid,Mobile,140.100.229.138,OTP,0,0
